sale_id,product_id,customer_id,units,date
2135,154,296,5,2023-03-30 22:00:00
2136,173,283,14,2023-03-30 23:00:00
2137,197,83,14,2023-03-31 00:00:00
2138,121,139,3,2023-03-31 01:00:00
2139,82,328,14,2023-03-31 02:00:00
2140,152,149,18,2023-03-31 03:00:00
2141,115,265,8,2023-03-31 04:00:00
2142,35,62,2,2023-03-31 05:00:00
2143,39,148,3,2023-03-31 06:00:00
2144,170,218,7,2023-03-31 07:00:00
2145,42,169,17,2023-03-31 08:00:00
2146,105,174,1,2023-03-31 09:00:00
2147,117,486,4,2023-03-31 10:00:00
2148,117,17,8,2023-03-31 11:00:00
2149,116,441,12,2023-03-31 12:00:00
2150,19,194,15,2023-03-31 13:00:00
2151,123,291,12,2023-03-31 14:00:00
2152,19,175,5,2023-03-31 15:00:00
2153,36,119,10,2023-03-31 16:00:00
2154,38,260,4,2023-03-31 17:00:00
2155,14,447,5,2023-03-31 18:00:00
2156,74,445,12,2023-03-31 19:00:00
2157,122,265,7,2023-03-31 20:00:00
2158,95,272,7,2023-03-31 21:00:00
2159,72,44,2,2023-03-31 22:00:00
2160,160,407,4,2023-03-31 23:00:00
2161,146,272,17,2023-04-01 00:00:00
2162,167,82,17,2023-04-01 01:00:00
2163,189,60,16,2023-04-01 02:00:00
2164,65,114,2,2023-04-01 03:00:00
2165,106,208,18,2023-04-01 04:00:00
2166,177,473,5,2023-04-01 05:00:00
2167,20,376,12,2023-04-01 06:00:00
2168,17,77,10,2023-04-01 07:00:00
2169,80,474,4,2023-04-01 08:00:00
2170,51,331,14,2023-04-01 09:00:00
2171,133,190,7,2023-04-01 10:00:00
2172,74,464,13,2023-04-01 11:00:00
2173,85,470,2,2023-04-01 12:00:00
2174,87,81,15,2023-04-01 13:00:00
2175,200,131,17,2023-04-01 14:00:00
2176,125,187,11,2023-04-01 15:00:00
2177,129,301,10,2023-04-01 16:00:00
2178,135,44,5,2023-04-01 17:00:00
2179,197,438,7,2023-04-01 18:00:00
2180,121,248,6,2023-04-01 19:00:00
2181,130,300,10,2023-04-01 20:00:00
2182,178,317,16,2023-04-01 21:00:00
2183,155,225,9,2023-04-01 22:00:00
2184,129,198,2,2023-04-01 23:00:00
2185,137,449,4,2023-04-02 00:00:00
2186,175,138,16,2023-04-02 01:00:00
2187,39,190,2,2023-04-02 02:00:00
2188,88,330,13,2023-04-02 03:00:00
2189,165,11,7,2023-04-02 04:00:00
2190,145,304,10,2023-04-02 05:00:00
2191,16,309,14,2023-04-02 06:00:00
2192,149,331,9,2023-04-02 07:00:00
2193,13,154,18,2023-04-02 08:00:00
2194,91,347,1,2023-04-02 09:00:00
2195,165,158,6,2023-04-02 10:00:00
2196,29,395,9,2023-04-02 11:00:00
2197,49,242,4,2023-04-02 12:00:00
2198,163,89,3,2023-04-02 13:00:00
2199,33,355,16,2023-04-02 14:00:00
2200,31,162,13,2023-04-02 15:00:00
2201,4,116,8,2023-04-02 16:00:00
2202,31,114,7,2023-04-02 17:00:00
2203,72,67,6,2023-04-02 18:00:00
2204,141,89,2,2023-04-02 19:00:00
2205,197,28,11,2023-04-02 20:00:00
2206,83,423,15,2023-04-02 21:00:00
2207,146,77,8,2023-04-02 22:00:00
2208,66,417,13,2023-04-02 23:00:00
2209,146,182,14,2023-04-03 00:00:00
2210,28,70,16,2023-04-03 01:00:00
2211,145,163,8,2023-04-03 02:00:00
2212,136,70,19,2023-04-03 03:00:00
2213,29,203,19,2023-04-03 04:00:00
2214,167,166,13,2023-04-03 05:00:00
2215,99,385,4,2023-04-03 06:00:00
2216,150,94,3,2023-04-03 07:00:00
2217,127,162,16,2023-04-03 08:00:00
2218,178,399,17,2023-04-03 09:00:00
2219,163,13,17,2023-04-03 10:00:00
2220,23,111,16,2023-04-03 11:00:00
2221,100,306,14,2023-04-03 12:00:00
2222,82,436,1,2023-04-03 13:00:00
2223,185,491,16,2023-04-03 14:00:00
2224,124,203,3,2023-04-03 15:00:00
2225,199,326,8,2023-04-03 16:00:00
2226,44,105,5,2023-04-03 17:00:00
2227,43,33,13,2023-04-03 18:00:00
2228,37,319,3,2023-04-03 19:00:00
2229,130,188,8,2023-04-03 20:00:00
2230,16,323,4,2023-04-03 21:00:00
2231,108,485,13,2023-04-03 22:00:00
2232,100,87,2,2023-04-03 23:00:00
2233,198,244,6,2023-04-04 00:00:00
2234,33,42,16,2023-04-04 01:00:00
2235,119,491,3,2023-04-04 02:00:00
2236,151,104,3,2023-04-04 03:00:00
2237,36,205,13,2023-04-04 04:00:00
2238,108,171,14,2023-04-04 05:00:00
2239,71,22,14,2023-04-04 06:00:00
2240,98,483,12,2023-04-04 07:00:00
2241,15,278,1,2023-04-04 08:00:00
2242,40,175,8,2023-04-04 09:00:00
2243,96,411,17,2023-04-04 10:00:00
2244,186,150,5,2023-04-04 11:00:00
2245,14,382,9,2023-04-04 12:00:00
2246,58,132,4,2023-04-04 13:00:00
2247,143,6,16,2023-04-04 14:00:00
2248,194,59,19,2023-04-04 15:00:00
2249,145,87,14,2023-04-04 16:00:00
2250,119,233,2,2023-04-04 17:00:00
2251,10,228,6,2023-04-04 18:00:00
2252,85,244,10,2023-04-04 19:00:00
2253,4,370,3,2023-04-04 20:00:00
2254,54,116,18,2023-04-04 21:00:00
2255,200,195,15,2023-04-04 22:00:00
2256,85,442,11,2023-04-04 23:00:00
2257,23,47,10,2023-04-05 00:00:00
2258,21,486,11,2023-04-05 01:00:00
2259,32,363,8,2023-04-05 02:00:00
2260,72,208,9,2023-04-05 03:00:00
2261,27,37,10,2023-04-05 04:00:00
2262,137,107,16,2023-04-05 05:00:00
2263,76,442,19,2023-04-05 06:00:00
2264,146,414,13,2023-04-05 07:00:00
2265,197,286,11,2023-04-05 08:00:00
2266,152,383,2,2023-04-05 09:00:00
2267,33,251,14,2023-04-05 10:00:00
2268,196,195,6,2023-04-05 11:00:00
2269,1,65,5,2023-04-05 12:00:00
2270,174,445,13,2023-04-05 13:00:00
2271,1,140,6,2023-04-05 14:00:00
2272,60,420,13,2023-04-05 15:00:00
2273,74,382,13,2023-04-05 16:00:00
2274,10,235,8,2023-04-05 17:00:00
2275,124,225,18,2023-04-05 18:00:00
2276,128,230,18,2023-04-05 19:00:00
2277,161,348,16,2023-04-05 20:00:00
2278,100,479,2,2023-04-05 21:00:00
2279,125,289,8,2023-04-05 22:00:00
2280,50,439,6,2023-04-05 23:00:00
2281,86,291,16,2023-04-06 00:00:00
2282,97,453,5,2023-04-06 01:00:00
2283,166,103,9,2023-04-06 02:00:00
2284,65,147,17,2023-04-06 03:00:00
2285,193,56,4,2023-04-06 04:00:00
2286,185,34,13,2023-04-06 05:00:00
2287,75,256,3,2023-04-06 06:00:00
2288,116,12,9,2023-04-06 07:00:00
2289,57,195,14,2023-04-06 08:00:00
2290,74,337,13,2023-04-06 09:00:00
2291,22,262,3,2023-04-06 10:00:00
2292,169,221,3,2023-04-06 11:00:00
2293,111,71,9,2023-04-06 12:00:00
2294,185,428,11,2023-04-06 13:00:00
2295,166,211,1,2023-04-06 14:00:00
2296,21,483,2,2023-04-06 15:00:00
2297,196,466,5,2023-04-06 16:00:00
2298,45,175,2,2023-04-06 17:00:00
2299,6,103,12,2023-04-06 18:00:00
2300,75,373,10,2023-04-06 19:00:00
2301,43,168,7,2023-04-06 20:00:00
2302,7,221,14,2023-04-06 21:00:00
2303,98,44,16,2023-04-06 22:00:00
2304,47,294,5,2023-04-06 23:00:00
2305,71,49,12,2023-04-07 00:00:00
2306,162,205,11,2023-04-07 01:00:00
2307,105,447,14,2023-04-07 02:00:00
2308,90,373,11,2023-04-07 03:00:00
2309,80,475,9,2023-04-07 04:00:00
2310,122,403,11,2023-04-07 05:00:00
2311,118,333,18,2023-04-07 06:00:00
2312,99,319,15,2023-04-07 07:00:00
2313,171,407,16,2023-04-07 08:00:00
2314,154,342,9,2023-04-07 09:00:00
2315,83,277,4,2023-04-07 10:00:00
2316,58,67,10,2023-04-07 11:00:00
2317,175,455,9,2023-04-07 12:00:00
2318,137,130,18,2023-04-07 13:00:00
2319,102,492,9,2023-04-07 14:00:00
2320,11,35,16,2023-04-07 15:00:00
2321,155,50,5,2023-04-07 16:00:00
2322,55,377,16,2023-04-07 17:00:00
2323,124,239,1,2023-04-07 18:00:00
2324,147,302,6,2023-04-07 19:00:00
2325,170,155,2,2023-04-07 20:00:00
2326,28,142,5,2023-04-07 21:00:00
2327,157,390,11,2023-04-07 22:00:00
2328,141,143,16,2023-04-07 23:00:00
2329,181,243,10,2023-04-08 00:00:00
2330,170,409,7,2023-04-08 01:00:00
2331,101,321,12,2023-04-08 02:00:00
2332,160,435,19,2023-04-08 03:00:00
2333,12,343,3,2023-04-08 04:00:00
2334,105,258,2,2023-04-08 05:00:00
2335,55,373,4,2023-04-08 06:00:00
2336,142,463,11,2023-04-08 07:00:00
2337,27,305,16,2023-04-08 08:00:00
2338,110,362,10,2023-04-08 09:00:00
2339,26,108,11,2023-04-08 10:00:00
2340,102,42,16,2023-04-08 11:00:00
2341,11,428,19,2023-04-08 12:00:00
2342,93,429,16,2023-04-08 13:00:00
2343,18,199,8,2023-04-08 14:00:00
2344,41,102,12,2023-04-08 15:00:00
2345,123,48,12,2023-04-08 16:00:00
2346,62,147,10,2023-04-08 17:00:00
2347,151,320,8,2023-04-08 18:00:00
2348,125,272,1,2023-04-08 19:00:00
2349,190,419,19,2023-04-08 20:00:00
2350,122,40,16,2023-04-08 21:00:00
2351,32,81,9,2023-04-08 22:00:00
2352,41,491,12,2023-04-08 23:00:00
2353,158,250,5,2023-04-09 00:00:00
2354,176,182,12,2023-04-09 01:00:00
2355,46,340,6,2023-04-09 02:00:00
2356,155,16,13,2023-04-09 03:00:00
2357,173,29,7,2023-04-09 04:00:00
2358,68,179,18,2023-04-09 05:00:00
2359,31,77,14,2023-04-09 06:00:00
2360,13,363,9,2023-04-09 07:00:00
2361,4,471,15,2023-04-09 08:00:00
2362,141,81,9,2023-04-09 09:00:00
2363,36,174,9,2023-04-09 10:00:00
2364,81,47,8,2023-04-09 11:00:00
2365,99,436,1,2023-04-09 12:00:00
2366,46,378,6,2023-04-09 13:00:00
2367,19,129,1,2023-04-09 14:00:00
2368,114,176,12,2023-04-09 15:00:00
2369,70,150,2,2023-04-09 16:00:00
2370,9,279,13,2023-04-09 17:00:00
2371,197,435,4,2023-04-09 18:00:00
2372,150,306,13,2023-04-09 19:00:00
2373,122,281,3,2023-04-09 20:00:00
2374,24,421,13,2023-04-09 21:00:00
2375,10,188,14,2023-04-09 22:00:00
2376,50,256,15,2023-04-09 23:00:00
2377,189,126,8,2023-04-10 00:00:00
2378,151,249,13,2023-04-10 01:00:00
2379,150,203,2,2023-04-10 02:00:00
2380,166,147,9,2023-04-10 03:00:00
2381,66,62,11,2023-04-10 04:00:00
2382,164,369,8,2023-04-10 05:00:00
2383,20,115,7,2023-04-10 06:00:00
2384,70,181,9,2023-04-10 07:00:00
2385,35,447,7,2023-04-10 08:00:00
2386,138,269,2,2023-04-10 09:00:00
2387,75,375,3,2023-04-10 10:00:00
2388,69,4,4,2023-04-10 11:00:00
2389,48,357,17,2023-04-10 12:00:00
2390,74,244,6,2023-04-10 13:00:00
2391,76,500,2,2023-04-10 14:00:00
2392,61,325,12,2023-04-10 15:00:00
2393,6,489,7,2023-04-10 16:00:00
2394,120,148,2,2023-04-10 17:00:00
2395,122,486,14,2023-04-10 18:00:00
2396,133,500,3,2023-04-10 19:00:00
2397,50,192,2,2023-04-10 20:00:00
2398,49,31,15,2023-04-10 21:00:00
2399,7,69,14,2023-04-10 22:00:00
2400,143,231,13,2023-04-10 23:00:00
2401,101,49,14,2023-04-11 00:00:00
2402,164,101,14,2023-04-11 01:00:00
2403,123,57,6,2023-04-11 02:00:00
2404,118,23,4,2023-04-11 03:00:00
2405,40,420,14,2023-04-11 04:00:00
2406,132,293,14,2023-04-11 05:00:00
2407,180,450,10,2023-04-11 06:00:00
2408,124,293,17,2023-04-11 07:00:00
2409,114,228,17,2023-04-11 08:00:00
2410,162,86,11,2023-04-11 09:00:00
2411,16,7,8,2023-04-11 10:00:00
2412,13,345,3,2023-04-11 11:00:00
2413,148,145,8,2023-04-11 12:00:00
2414,106,461,8,2023-04-11 13:00:00
2415,130,33,14,2023-04-11 14:00:00
2416,96,378,17,2023-04-11 15:00:00
2417,154,223,13,2023-04-11 16:00:00
2418,21,401,5,2023-04-11 17:00:00
2419,162,339,1,2023-04-11 18:00:00
2420,132,128,2,2023-04-11 19:00:00
2421,142,20,10,2023-04-11 20:00:00
2422,121,154,12,2023-04-11 21:00:00
2423,180,85,6,2023-04-11 22:00:00
2424,154,341,3,2023-04-11 23:00:00
2425,91,167,7,2023-04-12 00:00:00
2426,155,139,18,2023-04-12 01:00:00
2427,36,58,19,2023-04-12 02:00:00
2428,182,228,15,2023-04-12 03:00:00
2429,192,80,17,2023-04-12 04:00:00
2430,100,83,10,2023-04-12 05:00:00
2431,63,268,17,2023-04-12 06:00:00
2432,19,376,14,2023-04-12 07:00:00
2433,145,195,11,2023-04-12 08:00:00
2434,145,144,18,2023-04-12 09:00:00
2435,182,21,8,2023-04-12 10:00:00
2436,115,451,8,2023-04-12 11:00:00
2437,30,376,9,2023-04-12 12:00:00
2438,132,220,6,2023-04-12 13:00:00
2439,33,181,1,2023-04-12 14:00:00
2440,154,223,8,2023-04-12 15:00:00
2441,145,277,5,2023-04-12 16:00:00
2442,117,466,7,2023-04-12 17:00:00
2443,89,208,6,2023-04-12 18:00:00
2444,50,223,16,2023-04-12 19:00:00
2445,88,261,12,2023-04-12 20:00:00
2446,187,400,15,2023-04-12 21:00:00
2447,131,343,16,2023-04-12 22:00:00
2448,26,463,19,2023-04-12 23:00:00
2449,41,183,18,2023-04-13 00:00:00
2450,18,436,14,2023-04-13 01:00:00
2451,10,185,13,2023-04-13 02:00:00
2452,153,98,7,2023-04-13 03:00:00
2453,156,140,1,2023-04-13 04:00:00
2454,102,189,12,2023-04-13 05:00:00
2455,73,77,14,2023-04-13 06:00:00
2456,29,399,4,2023-04-13 07:00:00
2457,23,381,16,2023-04-13 08:00:00
2458,56,138,7,2023-04-13 09:00:00
2459,123,32,8,2023-04-13 10:00:00
2460,27,59,14,2023-04-13 11:00:00
2461,171,249,15,2023-04-13 12:00:00
2462,99,312,19,2023-04-13 13:00:00
2463,123,166,4,2023-04-13 14:00:00
2464,34,18,10,2023-04-13 15:00:00
2465,130,95,1,2023-04-13 16:00:00
2466,143,201,11,2023-04-13 17:00:00
2467,112,211,7,2023-04-13 18:00:00
2468,167,162,18,2023-04-13 19:00:00
2469,62,407,1,2023-04-13 20:00:00
2470,130,247,15,2023-04-13 21:00:00
2471,51,16,9,2023-04-13 22:00:00
2472,12,143,15,2023-04-13 23:00:00
2473,134,231,4,2023-04-14 00:00:00
2474,18,335,10,2023-04-14 01:00:00
2475,8,374,11,2023-04-14 02:00:00
2476,172,455,11,2023-04-14 03:00:00
2477,118,194,10,2023-04-14 04:00:00
2478,169,23,9,2023-04-14 05:00:00
2479,77,414,8,2023-04-14 06:00:00
2480,135,98,17,2023-04-14 07:00:00
2481,198,247,15,2023-04-14 08:00:00
2482,97,362,11,2023-04-14 09:00:00
2483,151,478,14,2023-04-14 10:00:00
2484,119,92,5,2023-04-14 11:00:00
2485,103,280,5,2023-04-14 12:00:00
2486,112,390,4,2023-04-14 13:00:00
2487,6,275,19,2023-04-14 14:00:00
2488,50,313,17,2023-04-14 15:00:00
2489,95,476,6,2023-04-14 16:00:00
2490,2,195,19,2023-04-14 17:00:00
2491,104,32,17,2023-04-14 18:00:00
2492,21,296,10,2023-04-14 19:00:00
2493,184,413,12,2023-04-14 20:00:00
2494,69,50,8,2023-04-14 21:00:00
2495,114,499,19,2023-04-14 22:00:00
2496,173,393,19,2023-04-14 23:00:00
2497,166,37,9,2023-04-15 00:00:00
2498,113,317,12,2023-04-15 01:00:00
2499,94,319,2,2023-04-15 02:00:00
2500,172,274,19,2023-04-15 03:00:00
2501,60,489,1,2023-04-15 04:00:00
2502,98,323,6,2023-04-15 05:00:00
2503,33,223,2,2023-04-15 06:00:00
2504,90,394,15,2023-04-15 07:00:00
2505,100,99,16,2023-04-15 08:00:00
2506,138,455,19,2023-04-15 09:00:00
2507,68,18,6,2023-04-15 10:00:00
2508,193,103,15,2023-04-15 11:00:00
2509,13,376,13,2023-04-15 12:00:00
2510,27,249,1,2023-04-15 13:00:00
2511,30,374,1,2023-04-15 14:00:00
2512,41,171,17,2023-04-15 15:00:00
2513,101,415,7,2023-04-15 16:00:00
2514,133,231,12,2023-04-15 17:00:00
2515,59,444,15,2023-04-15 18:00:00
2516,54,123,15,2023-04-15 19:00:00
2517,87,85,10,2023-04-15 20:00:00
2518,153,378,3,2023-04-15 21:00:00
2519,69,32,16,2023-04-15 22:00:00
2520,193,436,3,2023-04-15 23:00:00
2521,1,375,17,2023-04-16 00:00:00
2522,78,271,9,2023-04-16 01:00:00
2523,69,482,1,2023-04-16 02:00:00
2524,131,125,11,2023-04-16 03:00:00
2525,121,236,17,2023-04-16 04:00:00
2526,61,147,13,2023-04-16 05:00:00
2527,127,188,3,2023-04-16 06:00:00
2528,192,30,12,2023-04-16 07:00:00
2529,171,224,14,2023-04-16 08:00:00
2530,98,317,11,2023-04-16 09:00:00
2531,169,140,1,2023-04-16 10:00:00
2532,33,377,7,2023-04-16 11:00:00
2533,19,87,19,2023-04-16 12:00:00
2534,42,299,2,2023-04-16 13:00:00
2535,66,150,5,2023-04-16 14:00:00
2536,80,341,7,2023-04-16 15:00:00
2537,10,221,15,2023-04-16 16:00:00
2538,3,377,13,2023-04-16 17:00:00
2539,75,442,11,2023-04-16 18:00:00
2540,10,222,5,2023-04-16 19:00:00
2541,67,86,8,2023-04-16 20:00:00
2542,160,107,18,2023-04-16 21:00:00
2543,123,445,19,2023-04-16 22:00:00
2544,180,12,2,2023-04-16 23:00:00
2545,17,357,9,2023-04-17 00:00:00
2546,62,1,16,2023-04-17 01:00:00
2547,193,62,13,2023-04-17 02:00:00
2548,57,159,1,2023-04-17 03:00:00
2549,191,96,15,2023-04-17 04:00:00
2550,27,285,1,2023-04-17 05:00:00
2551,193,422,18,2023-04-17 06:00:00
2552,4,274,2,2023-04-17 07:00:00
2553,20,106,5,2023-04-17 08:00:00
2554,160,486,18,2023-04-17 09:00:00
2555,9,466,10,2023-04-17 10:00:00
2556,80,497,7,2023-04-17 11:00:00
2557,77,365,4,2023-04-17 12:00:00
2558,104,89,10,2023-04-17 13:00:00
2559,135,374,12,2023-04-17 14:00:00
2560,70,248,6,2023-04-17 15:00:00
2561,29,120,1,2023-04-17 16:00:00
2562,103,137,8,2023-04-17 17:00:00
2563,105,351,18,2023-04-17 18:00:00
2564,180,222,17,2023-04-17 19:00:00
2565,156,310,11,2023-04-17 20:00:00
2566,41,332,12,2023-04-17 21:00:00
2567,159,258,12,2023-04-17 22:00:00
2568,182,365,4,2023-04-17 23:00:00
2569,67,107,9,2023-04-18 00:00:00
2570,106,127,13,2023-04-18 01:00:00
2571,127,446,14,2023-04-18 02:00:00
2572,33,111,15,2023-04-18 03:00:00
2573,104,405,3,2023-04-18 04:00:00
2574,19,276,2,2023-04-18 05:00:00
2575,19,335,8,2023-04-18 06:00:00
2576,179,443,9,2023-04-18 07:00:00
2577,150,448,12,2023-04-18 08:00:00
2578,81,271,1,2023-04-18 09:00:00
2579,48,93,18,2023-04-18 10:00:00
2580,81,471,13,2023-04-18 11:00:00
2581,140,110,7,2023-04-18 12:00:00
2582,157,97,10,2023-04-18 13:00:00
2583,92,5,7,2023-04-18 14:00:00
2584,107,434,4,2023-04-18 15:00:00
2585,135,11,11,2023-04-18 16:00:00
2586,153,295,6,2023-04-18 17:00:00
2587,120,437,13,2023-04-18 18:00:00
2588,117,277,5,2023-04-18 19:00:00
2589,148,57,17,2023-04-18 20:00:00
2590,94,129,3,2023-04-18 21:00:00
2591,183,202,10,2023-04-18 22:00:00
2592,31,302,19,2023-04-18 23:00:00
2593,16,101,10,2023-04-19 00:00:00
2594,31,465,15,2023-04-19 01:00:00
2595,124,256,5,2023-04-19 02:00:00
2596,22,222,10,2023-04-19 03:00:00
2597,183,187,4,2023-04-19 04:00:00
2598,184,396,11,2023-04-19 05:00:00
2599,105,409,19,2023-04-19 06:00:00
2600,61,491,6,2023-04-19 07:00:00
2601,120,228,5,2023-04-19 08:00:00
2602,143,238,2,2023-04-19 09:00:00
2603,7,434,13,2023-04-19 10:00:00
2604,9,426,1,2023-04-19 11:00:00
2605,85,92,19,2023-04-19 12:00:00
2606,189,151,8,2023-04-19 13:00:00
2607,23,387,11,2023-04-19 14:00:00
2608,109,487,1,2023-04-19 15:00:00
2609,17,83,5,2023-04-19 16:00:00
2610,182,202,16,2023-04-19 17:00:00
2611,58,91,17,2023-04-19 18:00:00
2612,99,422,5,2023-04-19 19:00:00
2613,26,341,17,2023-04-19 20:00:00
2614,30,49,19,2023-04-19 21:00:00
2615,123,202,5,2023-04-19 22:00:00
2616,36,254,14,2023-04-19 23:00:00
2617,128,90,8,2023-04-20 00:00:00
2618,97,381,8,2023-04-20 01:00:00
2619,181,108,1,2023-04-20 02:00:00
2620,19,439,8,2023-04-20 03:00:00
2621,142,405,5,2023-04-20 04:00:00
2622,99,260,1,2023-04-20 05:00:00
2623,61,333,6,2023-04-20 06:00:00
2624,159,490,14,2023-04-20 07:00:00
2625,156,497,11,2023-04-20 08:00:00
2626,61,241,5,2023-04-20 09:00:00
2627,160,471,5,2023-04-20 10:00:00
2628,51,83,14,2023-04-20 11:00:00
2629,90,328,19,2023-04-20 12:00:00
2630,107,137,2,2023-04-20 13:00:00
2631,44,121,11,2023-04-20 14:00:00
2632,127,480,7,2023-04-20 15:00:00
2633,136,48,5,2023-04-20 16:00:00
2634,74,87,3,2023-04-20 17:00:00
2635,5,319,10,2023-04-20 18:00:00
2636,119,380,17,2023-04-20 19:00:00
2637,88,123,1,2023-04-20 20:00:00
2638,183,305,11,2023-04-20 21:00:00
2639,74,34,13,2023-04-20 22:00:00
2640,61,124,18,2023-04-20 23:00:00
2641,65,134,5,2023-04-21 00:00:00
2642,73,364,1,2023-04-21 01:00:00
2643,48,96,4,2023-04-21 02:00:00
2644,138,140,15,2023-04-21 03:00:00
2645,173,157,5,2023-04-21 04:00:00
2646,119,447,19,2023-04-21 05:00:00
2647,130,476,17,2023-04-21 06:00:00
2648,77,72,9,2023-04-21 07:00:00
2649,92,279,2,2023-04-21 08:00:00
2650,25,243,5,2023-04-21 09:00:00
2651,114,99,17,2023-04-21 10:00:00
2652,81,239,12,2023-04-21 11:00:00
2653,100,428,5,2023-04-21 12:00:00
2654,35,396,18,2023-04-21 13:00:00
2655,68,431,1,2023-04-21 14:00:00
2656,175,355,15,2023-04-21 15:00:00
2657,75,491,14,2023-04-21 16:00:00
2658,176,437,8,2023-04-21 17:00:00
2659,88,273,18,2023-04-21 18:00:00
2660,163,370,8,2023-04-21 19:00:00
2661,73,355,1,2023-04-21 20:00:00
2662,177,346,9,2023-04-21 21:00:00
2663,86,203,19,2023-04-21 22:00:00
2664,121,74,14,2023-04-21 23:00:00
2665,6,460,4,2023-04-22 00:00:00
2666,184,371,9,2023-04-22 01:00:00
2667,167,31,13,2023-04-22 02:00:00
2668,25,65,1,2023-04-22 03:00:00
2669,192,68,12,2023-04-22 04:00:00
2670,194,440,4,2023-04-22 05:00:00
2671,174,373,15,2023-04-22 06:00:00
2672,93,255,17,2023-04-22 07:00:00
2673,128,47,14,2023-04-22 08:00:00
2674,12,371,9,2023-04-22 09:00:00
2675,48,197,6,2023-04-22 10:00:00
2676,89,157,7,2023-04-22 11:00:00
2677,111,123,5,2023-04-22 12:00:00
2678,89,353,11,2023-04-22 13:00:00
2679,1,438,13,2023-04-22 14:00:00
2680,106,227,13,2023-04-22 15:00:00
2681,56,426,15,2023-04-22 16:00:00
2682,153,189,5,2023-04-22 17:00:00
2683,51,275,16,2023-04-22 18:00:00
2684,53,280,9,2023-04-22 19:00:00
2685,25,198,4,2023-04-22 20:00:00
2686,160,23,17,2023-04-22 21:00:00
2687,177,205,2,2023-04-22 22:00:00
2688,148,267,2,2023-04-22 23:00:00
2689,56,196,9,2023-04-23 00:00:00
2690,21,33,16,2023-04-23 01:00:00
2691,134,205,9,2023-04-23 02:00:00
2692,38,163,1,2023-04-23 03:00:00
2693,10,386,16,2023-04-23 04:00:00
2694,107,497,2,2023-04-23 05:00:00
2695,159,225,6,2023-04-23 06:00:00
2696,28,115,13,2023-04-23 07:00:00
2697,148,300,4,2023-04-23 08:00:00
2698,55,94,12,2023-04-23 09:00:00
2699,49,433,17,2023-04-23 10:00:00
2700,159,61,7,2023-04-23 11:00:00
2701,42,186,15,2023-04-23 12:00:00
2702,186,495,18,2023-04-23 13:00:00
2703,117,191,17,2023-04-23 14:00:00
2704,158,391,6,2023-04-23 15:00:00
2705,14,422,2,2023-04-23 16:00:00
2706,65,442,2,2023-04-23 17:00:00
2707,83,92,14,2023-04-23 18:00:00
2708,62,219,6,2023-04-23 19:00:00
2709,180,403,10,2023-04-23 20:00:00
2710,28,438,11,2023-04-23 21:00:00
2711,170,123,12,2023-04-23 22:00:00
2712,116,313,5,2023-04-23 23:00:00
2713,177,72,11,2023-04-24 00:00:00
2714,154,377,8,2023-04-24 01:00:00
2715,185,249,5,2023-04-24 02:00:00
2716,47,160,8,2023-04-24 03:00:00
2717,14,356,4,2023-04-24 04:00:00
2718,136,354,19,2023-04-24 05:00:00
2719,187,441,1,2023-04-24 06:00:00
2720,74,161,6,2023-04-24 07:00:00
2721,200,52,1,2023-04-24 08:00:00
2722,59,26,15,2023-04-24 09:00:00
2723,150,154,9,2023-04-24 10:00:00
2724,9,37,19,2023-04-24 11:00:00
2725,6,156,12,2023-04-24 12:00:00
2726,199,250,2,2023-04-24 13:00:00
2727,23,395,9,2023-04-24 14:00:00
2728,151,1,16,2023-04-24 15:00:00
2729,58,478,13,2023-04-24 16:00:00
2730,157,249,17,2023-04-24 17:00:00
2731,150,493,11,2023-04-24 18:00:00
2732,95,84,14,2023-04-24 19:00:00
2733,148,364,13,2023-04-24 20:00:00
2734,161,161,7,2023-04-24 21:00:00
2735,11,462,19,2023-04-24 22:00:00
2736,29,492,7,2023-04-24 23:00:00
2737,122,350,1,2023-04-25 00:00:00
2738,104,366,15,2023-04-25 01:00:00
2739,23,149,1,2023-04-25 02:00:00
2740,4,387,17,2023-04-25 03:00:00
2741,60,88,6,2023-04-25 04:00:00
2742,76,193,9,2023-04-25 05:00:00
2743,95,394,19,2023-04-25 06:00:00
2744,163,221,12,2023-04-25 07:00:00
2745,189,416,7,2023-04-25 08:00:00
2746,67,201,7,2023-04-25 09:00:00
2747,57,351,10,2023-04-25 10:00:00
2748,104,228,5,2023-04-25 11:00:00
2749,53,25,10,2023-04-25 12:00:00
2750,123,235,6,2023-04-25 13:00:00
2751,86,476,14,2023-04-25 14:00:00
2752,172,46,3,2023-04-25 15:00:00
2753,174,241,13,2023-04-25 16:00:00
2754,81,18,4,2023-04-25 17:00:00
2755,129,54,10,2023-04-25 18:00:00
2756,98,463,8,2023-04-25 19:00:00
2757,181,59,17,2023-04-25 20:00:00
2758,185,225,17,2023-04-25 21:00:00
2759,191,307,8,2023-04-25 22:00:00
2760,96,229,17,2023-04-25 23:00:00
2761,196,10,2,2023-04-26 00:00:00
2762,132,156,1,2023-04-26 01:00:00
2763,24,310,3,2023-04-26 02:00:00
2764,107,205,12,2023-04-26 03:00:00
2765,9,211,7,2023-04-26 04:00:00
2766,22,416,4,2023-04-26 05:00:00
2767,43,34,12,2023-04-26 06:00:00
2768,162,244,14,2023-04-26 07:00:00
2769,173,377,19,2023-04-26 08:00:00
